0, 0.000486, 8.450000, 32.860001, 919,-2,-8,-2949,-2848,-6524,590,0,1642, 0.006592,0.003906,-0.660645, 0.089844,-0.488281,-2.136719,-0.029999,-0.009998,0.009998, 5106,  0.014404,-0.007568,-0.660645,     0.014893,0.006836,0.089844,-0.488281 ,  0.029999,0.009998,400,180,   7398,7890,7999,7857,7513,7692,7757, 8012, 4692,5216,5333,5181
1, 0.002224, 8.460000, 32.869999, 680,2807,-30,2816,-14,-8307,590,0,1642, 0.007080,0.005127,-0.660645, 0.089844,-0.488281,-2.136719,-0.029999,-0.009998,0.009998, 5106,  0.014404,-0.007568,-0.660645,     0.014893,0.006836,0.089844,-0.488281 ,  0.029999,0.009998,400,180,   6969,7458,8415,8302,7570,7692,7751, 8012, 4234,4756,5776,5656
2, 0.003915, 8.460000, 32.869999, 873,-738,-226,1918,1703,-18650,590,0,1642, 0.007568,0.004883,-0.660645, 0.089844,-0.488281,-2.136719,-0.029999,-0.009998,0.009998, 5106,  0.014404,-0.007568,-0.660645,     0.014893,0.006836,0.089844,-0.488281 ,  0.029999,0.009998,400,180,   7350,7940,8005,7849,7570,7570,7880, 8012, 4640,5270,5339,5173
3, 0.005617, 8.460000, 32.869999, 1246,-3596,-446,743,402,-14629,590,0,1642, 0.007812,0.004150,-0.660889, 0.089844,-0.488281,-2.136719,-0.029999,-0.009998,0.009998, 5106,  0.014404,-0.007568,-0.660645,     0.014893,0.006836,0.089844,-0.488281 ,  0.029999,0.009998,400,180,   7699,8459,7606,7380,7513,7751,7818, 7949, 5013,5823,4914,4672
4, 0.007821, 8.460000, 32.869999, 1248,-475,-32,-4144,-2690,-4460,590,0,1642, 0.008545,0.004150,-0.660889, 0.089844,-0.488281,-2.136719,-0.029999,-0.009998,0.009998, 5106,  0.014404,-0.007568,-0.660645,     0.014893,0.006836,0.089844,-0.488281 ,  0.029999,0.009998,400,180,   7297,8123,7987,7737,7513,7818,7880, 7949, 4584,5465,5320,5053
5, 0.010108, 8.460000, 32.869999, 919,2890,58,2230,-1045,-9721,590,13,1720, 0.009521,0.006104,-0.660889, 0.089844,-0.488281,-2.136719,-0.029999,-0.009998,0.009998, 5106,  0.014404,-0.007568,-0.660645,     0.014893,0.006836,0.089844,-0.488281 ,  0.029999,0.009998,400,180,   6803,7605,8468,8268,7513,7818,7942, 7942, 4057,4912,5833,5620
6, 0.011801, 8.470000, 32.880001, 1296,-1700,-326,1759,3784,-21502,590,13,1720, 0.010254,0.005371,-0.660889, 0.089844,-0.488281,-2.136719,-0.029999,-0.009998,0.009998, 5106,  0.014404,-0.007568,-0.660645,     0.014893,0.006836,0.089844,-0.488281 ,  0.029999,0.009998,400,180,   7308,8264,7921,7650,7390,7942,7886, 7942, 4596,5615,5250,4961
7, 0.013481, 8.470000, 32.880001, 1416,-3238,-276,-294,-492,-12879,590,13,1720, 0.010742,0.003906,-0.661133, 0.089844,-0.488281,-2.136719,-0.029999,-0.009998,0.009998, 5106,  0.014404,-0.007568,-0.660645,     0.014893,0.006836,0.089844,-0.488281 ,  0.029999,0.009998,400,180,   7524,8582,7665,7372,7451,7942,8012, 7886, 4826,5955,4977,4664
8, 0.015415, 8.470000, 32.880001, 1272,241,167,-4242,-2244,-7106,590,13,1720, 0.011230,0.004150,-0.661133, 0.089844,-0.488281,-2.136719,-0.029999,-0.009998,0.009998, 5106,  0.014404,-0.007568,-0.660645,     0.014893,0.006836,0.089844,-0.488281 ,  0.029999,0.009998,400,180,   7086,8149,8095,7814,7570,7942,7880, 8012, 4359,5493,5435,5135
9, 0.017395, 8.470000, 32.880001, 627,2787,241,2981,-321,-10229,590,13,1720, 0.011719,0.005371,-0.661133, 0.089844,-0.488281,-2.136719,-0.019999,-0.029999,0.029999, 5119,  0.018555,0.000732,-0.660645,     0.010742,0.015381,0.089844,-0.488281 ,  0.019999,0.029999,400,180,   6839,7723,8370,8262,7396,7880,7949, 7812, 4095,5038,5728,5613
10, 0.019767, 8.470000, 32.880001, 1118,-1329,-170,1783,3618,-20149,544,-6,1687, 0.012451,0.004639,-0.661133, 0.089844,-0.488281,-2.136719,-0.019999,-0.029999,0.029999, 5119,  0.018555,0.000732,-0.660645,     0.010742,0.015381,0.089844,-0.488281 ,  0.019999,0.029999,400,180,   7283,8309,7900,7701,7390,7949,8012, 7942, 4569,5663,5227,5015
11, 0.021549, 8.480000, 32.889999, 1009,-2552,-6,-1960,-1272,-8279,544,-6,1687, 0.012939,0.003418,-0.661377, 0.089844,-0.488281,-2.136719,-0.019999,-0.029999,0.029999, 5119,  0.018555,0.000732,-0.660645,     0.010742,0.015381,0.089844,-0.488281 ,  0.019999,0.029999,400,180,   7491,8519,7679,7504,7396,7880,8012, 7880, 4791,5887,4991,4805
12, 0.023225, 8.480000, 32.889999, 708,884,318,-2578,-2222,-11049,544,-6,1687, 0.013428,0.003906,-0.661133, 0.089844,-0.488281,-2.136719,-0.019999,-0.029999,0.029999, 5120,  0.018555,0.000732,-0.660645,     0.010742,0.015381,0.089844,-0.488281 ,  0.019999,0.029999,400,180,   7082,8033,8101,7980,7336,8012,7880, 7942, 4355,5369,5442,5312
13, 0.025164, 8.480000, 32.889999, 137,2648,357,1450,-1493,-11904,544,-6,1687, 0.013672,0.004395,-0.661133, 0.089844,-0.488281,-2.136719,-0.019999,-0.029999,0.029999, 5120,  0.018555,0.000732,-0.660645,     0.010742,0.015381,0.089844,-0.488281 ,  0.019999,0.029999,400,180,   6866,7650,8340,8341,7283,8012,8012, 7818, 4124,4960,5696,5698
14, 0.026994, 8.480000, 32.889999, 660,-769,-61,3153,2612,-23364,544,-6,1687, 0.013916,0.004395,-0.661133, 0.089844,-0.488281,-2.136719,-0.019999,-0.029999,0.029999, 5120,  0.018555,0.000732,-0.660645,     0.010742,0.015381,0.089844,-0.488281 ,  0.019999,0.029999,400,180,   7231,8118,7967,7879,7283,8077,8012, 7949, 4514,5460,5299,5205
15, 0.029636, 8.480000, 32.889999, 795,-3260,-174,-370,397,-12526,564,-82,1681, 0.014404,0.002197,-0.661377, 0.089844,-0.488281,-2.136719,-0.019999,-0.029999,0.029999, 5119,  0.018555,0.000732,-0.660645,     0.010742,0.015381,0.089844,-0.488281 ,  0.019999,0.029999,400,180,   7596,8534,7584,7479,7230,8012,8012, 8012, 4903,5903,4890,4778
16, 0.032073, 8.490000, 32.900002, -56,1418,455,-1337,-1917,-12556,564,-82,1681, 0.014648,0.002930,-0.661133, 0.089844,-0.488281,-2.136719,-0.019999,-0.029999,0.029999, 5119,  0.018555,0.000732,-0.660645,     0.010742,0.015381,0.089844,-0.488281 ,  0.019999,0.029999,400,180,   7106,7808,8104,8175,7225,7942,7949, 7880, 4380,5129,5445,5520
17, 0.034898, 8.490000, 32.900002, -200,621,150,4320,1752,-19498,564,-82,1681, 0.014648,0.003174,-0.661133, 0.089844,-0.488281,-2.136719,-0.019999,-0.029999,0.029999, 5119,  0.018555,0.000732,-0.660645,     0.010742,0.015381,0.089844,-0.488281 ,  0.019999,0.029999,400,180,   7211,7783,8025,8175,7173,8077,8012, 7880, 4492,5102,5360,5520
18, 0.036901, 8.490000, 32.900002, 89,-2584,8,-1104,-674,-10353,564,-82,1681, 0.014648,0.001221,-0.660889, 0.089844,-0.488281,-2.136719,-0.019999,-0.029999,0.029999, 5120,  0.018555,0.000732,-0.660645,     0.010742,0.015381,0.089844,-0.488281 ,  0.019999,0.029999,400,180,   7650,8258,7590,7697,7283,8077,7880, 7880, 4961,5609,4897,5011
19, 0.038706, 8.490000, 32.900002, -638,1096,481,-3525,-1130,-6248,564,-82,1681, 0.014648,0.001465,-0.660889, 0.089844,-0.488281,-2.136719,-0.019999,-0.029999,0.029999, 5120,  0.018555,0.000732,-0.660645,     0.010742,0.015381,0.089844,-0.488281 ,  0.019999,0.029999,400,180,   7290,7670,7989,8247,7283,8012,7949, 7880, 4577,4982,5322,5597
20, 0.041008, 8.490000, 32.900002, -1150,1388,457,3290,34,-12392,564,96,1798, 0.013916,0.002441,-0.660645, 0.089844,-0.488281,-2.136719,-0.019999,-0.029999,0.029999, 5119,  0.018555,0.000732,-0.660645,     0.010742,0.015381,0.089844,-0.488281 ,  0.019999,0.029999,400,180,   7310,7473,8010,8399,7225,8077,7880, 7942, 4598,4772,5345,5759
21, 0.042744, 8.500000, 32.910000, -505,-2225,-17,2159,767,-20850,564,96,1798, 0.013916,0.001953,-0.660645, 0.089844,-0.488281,-2.136719,-0.019999,-0.029999,0.029999, 5119,  0.018555,0.000732,-0.660645,     0.010742,0.015381,0.089844,-0.488281 ,  0.019999,0.029999,400,180,   7754,8003,7578,7858,7283,7949,8084, 7949, 5071,5337,4884,5182
